id,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
34,2023-03-05,20:45,Serie A,Matchweek 25,Sun,Away,L,0.0,1.0,Roma,0.8,0.6,59.0,,Danilo,3-5-1-1,Fabio Maresca,Match Report,,14.0,5.0,21.7,2.0,0.0,0.0,2023,Juventus
36,2023-03-12,20:45,Serie A,Matchweek 26,Sun,Home,,,,Sampdoria,,,,,,,,Head-to-Head,,,,,,,,2023,Juventus
38,2023-03-19,20:45,Serie A,Matchweek 27,Sun,Away,,,,Inter,,,,,,,,Head-to-Head,,,,,,,,2023,Juventus
39,2023-04-01,20:45,Serie A,Matchweek 28,Sat,Home,,,,Hellas Verona,,,,,,,,Head-to-Head,,,,,,,,2023,Juventus
41,2023-04-08,20:45,Serie A,Matchweek 29,Sat,Away,,,,Lazio,,,,,,,,Head-to-Head,,,,,,,,2023,Juventus
42,2023-04-16,,Serie A,Matchweek 30,Sun,Away,,,,Sassuolo,,,,,,,,Head-to-Head,,,,,,,,2023,Juventus
43,2023-04-23,,Serie A,Matchweek 31,Sun,Home,,,,Napoli,,,,,,,,Head-to-Head,,,,,,,,2023,Juventus
45,2023-04-30,,Serie A,Matchweek 32,Sun,Away,,,,Bologna,,,,,,,,Head-to-Head,,,,,,,,2023,Juventus
46,2023-05-03,,Serie A,Matchweek 33,Wed,Home,,,,Lecce,,,,,,,,Head-to-Head,,,,,,,,2023,Juventus
47,2023-05-07,,Serie A,Matchweek 34,Sun,Away,,,,Atalanta,,,,,,,,Head-to-Head,,,,,,,,2023,Juventus
48,2023-05-14,,Serie A,Matchweek 35,Sun,Home,,,,Cremonese,,,,,,,,Head-to-Head,,,,,,,,2023,Juventus
49,2023-05-21,,Serie A,Matchweek 36,Sun,Away,,,,Empoli,,,,,,,,Head-to-Head,,,,,,,,2023,Juventus
50,2023-05-28,,Serie A,Matchweek 37,Sun,Home,,,,Milan,,,,,,,,Head-to-Head,,,,,,,,2023,Juventus
51,2023-06-04,,Serie A,Matchweek 38,Sun,Away,,,,Udinese,,,,,,,,Head-to-Head,,,,,,,,2023,Juventus
1,2022-08-14,18:30,Serie A,Matchweek 1,Sun,Away,L,1.0,2.0,Lazio,1.5,0.7,58.0,45000.0,Roberto Soriano,3-4-1-2,Luca Massimi,Match Report,,10.0,2.0,20.9,1.0,1.0,1.0,2023,Bologna
2,2022-08-21,20:45,Serie A,Matchweek 2,Sun,Home,D,1.0,1.0,Hellas Verona,0.8,1.9,52.0,17725.0,Roberto Soriano,3-4-1-2,Matteo Marcenaro,Match Report,,17.0,5.0,23.1,1.0,0.0,0.0,2023,Bologna
3,2022-08-27,20:45,Serie A,Matchweek 3,Sat,Away,L,0.0,2.0,Milan,0.5,1.9,52.0,70430.0,Gary Medel,3-5-2,Gianluca Manganiello,Match Report,,8.0,0.0,24.5,1.0,0.0,0.0,2023,Bologna
4,2022-09-01,20:45,Serie A,Matchweek 4,Thu,Home,D,1.0,1.0,Salernitana,1.8,1.4,47.0,19787.0,Gary Medel,3-5-2,Davide Ghersini,Match Report,,10.0,3.0,19.1,0.0,1.0,1.0,2023,Bologna
5,2022-09-04,15:00,Serie A,Matchweek 5,Sun,Away,D,2.0,2.0,Spezia,0.9,0.9,55.0,7555.0,Lorenzo De Silvestri,3-4-1-2,Antonio Giua,Match Report,,13.0,6.0,23.0,0.0,0.0,0.0,2023,Bologna
6,2022-09-11,15:00,Serie A,Matchweek 6,Sun,Home,W,2.0,1.0,Fiorentina,0.6,1.3,39.0,18901.0,Roberto Soriano,3-5-2,Daniele Orsato,Match Report,,12.0,4.0,18.5,0.0,0.0,0.0,2023,Bologna
7,2022-09-17,15:00,Serie A,Matchweek 7,Sat,Home,L,0.0,1.0,Empoli,1.6,1.6,61.0,15670.0,Roberto Soriano,4-2-3-1,Manuel Volpi,Match Report,,16.0,3.0,18.6,1.0,0.0,0.0,2023,Bologna
8,2022-10-02,20:45,Serie A,Matchweek 8,Sun,Away,L,0.0,3.0,Juventus,0.4,1.8,52.0,34662.0,Roberto Soriano,4-2-3-1,Rosario Abisso,Match Report,,9.0,1.0,19.6,0.0,0.0,0.0,2023,Bologna
9,2022-10-08,20:45,Serie A,Matchweek 9,Sat,Home,D,1.0,1.0,Sampdoria,0.8,0.6,51.0,20871.0,Gary Medel,4-2-3-1,Marco Piccinini,Match Report,,10.0,3.0,19.8,1.0,0.0,0.0,2023,Bologna
10,2022-10-16,18:00,Serie A,Matchweek 10,Sun,Away,L,2.0,3.0,Napoli,1.3,2.6,51.0,50000.0,Gary Medel,4-3-3,Francesco Cosso,Match Report,,16.0,3.0,17.5,0.0,0.0,0.0,2023,Bologna
12,2022-10-23,15:00,Serie A,Matchweek 11,Sun,Home,W,2.0,0.0,Lecce,1.8,0.4,54.0,24206.0,Gary Medel,4-2-3-1,Simone Sozza,Match Report,,8.0,4.0,13.3,0.0,1.0,1.0,2023,Bologna
13,2022-10-31,20:45,Serie A,Matchweek 12,Mon,Away,W,2.0,1.0,Monza,1.3,1.2,44.0,11388.0,Gary Medel,3-4-3,Luca Pairetto,Match Report,,10.0,5.0,17.5,0.0,0.0,0.0,2023,Bologna
14,2022-11-06,12:30,Serie A,Matchweek 13,Sun,Home,W,2.0,1.0,Torino,2.0,1.0,56.0,23168.0,Gary Medel,3-4-3,Antonio Giua,Match Report,,9.0,5.0,14.2,0.0,0.0,0.0,2023,Bologna
15,2022-11-09,20:45,Serie A,Matchweek 14,Wed,Away,L,1.0,6.0,Inter,0.7,2.6,43.0,69312.0,Gary Medel,4-2-3-1,Andrea Colombo,Match Report,,10.0,4.0,19.6,1.0,0.0,0.0,2023,Bologna
16,2022-11-12,20:45,Serie A,Matchweek 15,Sat,Home,W,3.0,0.0,Sassuolo,0.8,0.8,51.0,20811.0,Roberto Soriano,4-2-3-1,Ivan Pezzuto,Match Report,,8.0,4.0,19.6,0.0,0.0,0.0,2023,Bologna
17,2023-01-04,16:30,Serie A,Matchweek 16,Wed,Away,L,0.0,1.0,Roma,0.7,1.5,61.0,62092.0,Roberto Soriano,4-2-3-1,Alberto Santoro,Match Report,,11.0,1.0,16.7,0.0,0.0,0.0,2023,Bologna
18,2023-01-09,20:45,Serie A,Matchweek 17,Mon,Home,L,1.0,2.0,Atalanta,0.5,0.5,51.0,16953.0,Roberto Soriano,4-2-3-1,Marco Di Bello,Match Report,,12.0,3.0,21.1,0.0,0.0,0.0,2023,Bologna
19,2023-01-15,15:00,Serie A,Matchweek 18,Sun,Away,W,2.0,1.0,Udinese,2.0,1.9,49.0,20486.0,Adama Soumaoro,4-3-3,Manuel Volpi,Match Report,,15.0,2.0,17.3,0.0,0.0,0.0,2023,Bologna
21,2023-01-23,18:30,Serie A,Matchweek 19,Mon,Home,D,1.0,1.0,Cremonese,1.1,1.7,68.0,,Roberto Soriano,4-3-3,Matteo Marchetti,Match Report,,21.0,8.0,22.5,2.0,0.0,0.0,2023,Bologna
22,2023-01-27,18:30,Serie A,Matchweek 20,Fri,Home,W,2.0,0.0,Spezia,1.6,0.5,57.0,,Roberto Soriano,4-2-3-1,Luca Massimi,Match Report,,18.0,6.0,16.0,0.0,0.0,0.0,2023,Bologna
23,2023-02-05,18:00,Serie A,Matchweek 21,Sun,Away,W,2.0,1.0,Fiorentina,1.8,1.3,38.0,,Roberto Soriano,4-2-3-1,Luca Pairetto,Match Report,,10.0,5.0,18.7,0.0,1.0,1.0,2023,Bologna
24,2023-02-12,15:00,Serie A,Matchweek 22,Sun,Home,L,0.0,1.0,Monza,0.6,0.7,63.0,,Riccardo Orsolini,4-2-3-1,Luca Zufferli,Match Report,,12.0,3.0,15.7,0.0,0.0,0.0,2023,Bologna
25,2023-02-18,15:00,Serie A,Matchweek 23,Sat,Away,W,2.0,1.0,Sampdoria,0.9,2.3,59.0,,Roberto Soriano,4-2-3-1,Massimiliano Irrati,Match Report,,12.0,5.0,19.1,0.0,0.0,0.0,2023,Bologna
26,2023-02-26,12:30,Serie A,Matchweek 24,Sun,Home,W,1.0,0.0,Inter,1.3,1.0,48.0,,Roberto Soriano,4-2-3-1,Daniele Orsato,Match Report,,14.0,5.0,19.8,1.0,0.0,0.0,2023,Bologna
27,2023-03-06,20:45,Serie A,Matchweek 25,Mon,Away,L,0.0,1.0,Torino,0.5,0.9,56.0,,Roberto Soriano,4-2-3-1,Antonio Rapuano,Match Report,,11.0,1.0,21.8,2.0,0.0,0.0,2023,Bologna
28,2023-03-11,20:45,Serie A,Matchweek 26,Sat,Home,,,,Lazio,,,,,,,,Head-to-Head,,,,,,,,2023,Bologna
29,2023-03-18,18:00,Serie A,Matchweek 27,Sat,Away,,,,Salernitana,,,,,,,,Head-to-Head,,,,,,,,2023,Bologna
30,2023-04-02,12:30,Serie A,Matchweek 28,Sun,Home,,,,Udinese,,,,,,,,Head-to-Head,,,,,,,,2023,Bologna
31,2023-04-08,18:30,Serie A,Matchweek 29,Sat,Away,,,,Atalanta,,,,,,,,Head-to-Head,,,,,,,,2023,Bologna
32,2023-04-16,,Serie A,Matchweek 30,Sun,Home,,,,Milan,,,,,,,,Head-to-Head,,,,,,,,2023,Bologna
33,2023-04-23,,Serie A,Matchweek 31,Sun,Away,,,,Hellas Verona,,,,,,,,Head-to-Head,,,,,,,,2023,Bologna
34,2023-04-30,,Serie A,Matchweek 32,Sun,Home,,,,Juventus,,,,,,,,Head-to-Head,,,,,,,,2023,Bologna
35,2023-05-03,,Serie A,Matchweek 33,Wed,Away,,,,Empoli,,,,,,,,Head-to-Head,,,,,,,,2023,Bologna
36,2023-05-07,,Serie A,Matchweek 34,Sun,Away,,,,Sassuolo,,,,,,,,Head-to-Head,,,,,,,,2023,Bologna
37,2023-05-14,,Serie A,Matchweek 35,Sun,Home,,,,Roma,,,,,,,,Head-to-Head,,,,,,,,2023,Bologna
38,2023-05-21,,Serie A,Matchweek 36,Sun,Away,,,,Cremonese,,,,,,,,Head-to-Head,,,,,,,,2023,Bologna
39,2023-05-28,,Serie A,Matchweek 37,Sun,Home,,,,Napoli,,,,,,,,Head-to-Head,,,,,,,,2023,Bologna
40,2023-06-04,,Serie A,Matchweek 38,Sun,Away,,,,Lecce,,,,,,,,Head-to-Head,,,,,,,,2023,Bologna
1,2022-08-13,20:45,Serie A,Matchweek 1,Sat,Away,W,2.0,1.0,Monza,2.1,1.4,46.0,10739.0,Ricardo Rodríguez,3-4-3,Maurizio Mariani,Match Report,,13.0,6.0,13.2,0.0,0.0,0.0,2023,Torino
2,2022-08-20,18:30,Serie A,Matchweek 2,Sat,Home,D,0.0,0.0,Lazio,0.7,0.8,54.0,16530.0,Ricardo Rodríguez,3-4-3,Marco Piccinini,Match Report,,10.0,1.0,17.6,0.0,0.0,0.0,2023,Torino
3,2022-08-27,18:30,Serie A,Matchweek 3,Sat,Away,W,2.0,1.0,Cremonese,1.7,0.8,47.0,11572.0,Ricardo Rodríguez,3-4-3,Paolo Valeri,Match Report,,14.0,5.0,15.2,0.0,0.0,0.0,2023,Torino
4,2022-09-01,20:45,Serie A,Matchweek 4,Thu,Away,L,1.0,3.0,Atalanta,0.4,2.9,59.0,17928.0,Ricardo Rodríguez,3-4-3,Marco Di Bello,Match Report,,8.0,2.0,18.3,0.0,0.0,0.0,2023,Torino
5,2022-09-05,20:45,Serie A,Matchweek 5,Mon,Home,W,1.0,0.0,Lecce,1.1,0.3,59.0,19087.0,Ricardo Rodríguez,3-4-1-2,Manuel Volpi,Match Report,,13.0,4.0,17.0,0.0,0.0,0.0,2023,Torino
6,2022-09-10,18:00,Serie A,Matchweek 6,Sat,Away,L,0.0,1.0,Inter,0.7,1.5,43.0,69134.0,Ricardo Rodríguez,3-4-3,Giovanni Ayroldi,Match Report,,9.0,7.0,18.5,1.0,0.0,0.0,2023,Torino
7,2022-09-17,20:45,Serie A,Matchweek 7,Sat,Home,L,0.0,1.0,Sassuolo,0.7,0.4,57.0,14822.0,Alessandro Buongiorno,3-4-1-2,Niccolò Baroni,Match Report,,12.0,3.0,19.0,1.0,0.0,0.0,2023,Torino
8,2022-10-01,15:00,Serie A,Matchweek 8,Sat,Away,L,1.0,3.0,Napoli,1.0,1.6,51.0,35953.0,Ricardo Rodríguez,3-4-3,Luca Massimi,Match Report,,16.0,3.0,16.2,0.0,0.0,0.0,2023,Torino
9,2022-10-09,12:30,Serie A,Matchweek 9,Sun,Home,D,1.0,1.0,Empoli,2.4,0.2,66.0,16793.0,Ricardo Rodríguez,3-4-3,Francesco Fourneau,Match Report,,20.0,7.0,13.0,0.0,0.0,0.0,2023,Torino
10,2022-10-15,18:00,Serie A,Matchweek 10,Sat,Home,L,0.0,1.0,Juventus,0.6,2.1,53.0,22269.0,Ricardo Rodríguez,3-4-3,Maurizio Mariani,Match Report,,15.0,2.0,23.9,0.0,0.0,0.0,2023,Torino
12,2022-10-23,12:30,Serie A,Matchweek 11,Sun,Away,W,2.0,1.0,Udinese,1.5,2.0,44.0,20711.0,Alessandro Buongiorno,3-4-3,Matteo Marchetti,Match Report,,13.0,6.0,15.9,0.0,0.0,0.0,2023,Torino
13,2022-10-30,20:45,Serie A,Matchweek 12,Sun,Home,W,2.0,1.0,Milan,0.6,1.1,44.0,26133.0,Alessandro Buongiorno,3-4-3,Rosario Abisso,Match Report,,7.0,4.0,14.0,0.0,0.0,0.0,2023,Torino
14,2022-11-06,12:30,Serie A,Matchweek 13,Sun,Away,L,1.0,2.0,Bologna,1.0,2.0,44.0,23168.0,Alessandro Buongiorno,3-4-3,Antonio Giua,Match Report,,6.0,1.0,22.9,0.0,1.0,1.0,2023,Torino
15,2022-11-09,20:45,Serie A,Matchweek 14,Wed,Home,W,2.0,0.0,Sampdoria,0.5,0.5,51.0,15593.0,Ricardo Rodríguez,3-4-3,Davide Massa,Match Report,,8.0,5.0,19.2,1.0,0.0,0.0,2023,Torino
16,2022-11-13,15:00,Serie A,Matchweek 15,Sun,Away,D,1.0,1.0,Roma,0.9,1.7,52.0,61168.0,Alessandro Buongiorno,3-4-3,Antonio Rapuano,Match Report,,10.0,2.0,17.8,0.0,0.0,0.0,2023,Torino
17,2023-01-04,14:30,Serie A,Matchweek 16,Wed,Home,D,1.0,1.0,Hellas Verona,0.4,0.9,67.0,15000.0,Ricardo Rodríguez,3-4-3,Federico Dionisi,Match Report,,9.0,3.0,19.0,0.0,0.0,0.0,2023,Torino
18,2023-01-08,12:30,Serie A,Matchweek 17,Sun,Away,D,1.0,1.0,Salernitana,2.2,0.8,62.0,16300.0,Alessandro Buongiorno,3-4-3,Andrea Colombo,Match Report,,23.0,8.0,15.0,0.0,0.0,0.0,2023,Torino
20,2023-01-15,15:00,Serie A,Matchweek 18,Sun,Home,L,0.0,1.0,Spezia,1.0,1.5,67.0,15113.0,Alessandro Buongiorno,3-4-3,Davide Ghersini,Match Report,,11.0,4.0,15.5,0.0,0.0,0.0,2023,Torino
21,2023-01-21,20:45,Serie A,Matchweek 19,Sat,Away,W,1.0,0.0,Fiorentina,0.6,1.2,38.0,29281.0,Ricardo Rodríguez,3-4-3,Federico Dionisi,Match Report,,9.0,3.0,18.4,0.0,0.0,0.0,2023,Torino
22,2023-01-28,15:00,Serie A,Matchweek 20,Sat,Away,D,2.0,2.0,Empoli,1.0,0.6,53.0,,Ricardo Rodríguez,3-4-1-2,Matteo Marcenaro,Match Report,,16.0,4.0,19.4,1.0,0.0,0.0,2023,Torino
24,2023-02-05,15:00,Serie A,Matchweek 21,Sun,Home,W,1.0,0.0,Udinese,1.7,0.5,56.0,,Alessandro Buongiorno,3-4-3,Alessandro Prontera,Match Report,,11.0,4.0,15.4,1.0,0.0,0.0,2023,Torino
25,2023-02-10,20:45,Serie A,Matchweek 22,Fri,Away,L,0.0,1.0,Milan,0.8,1.3,54.0,,Ricardo Rodríguez,3-4-3,Giovanni Ayroldi,Match Report,,12.0,2.0,18.3,0.0,0.0,0.0,2023,Torino
26,2023-02-20,20:45,Serie A,Matchweek 23,Mon,Home,D,2.0,2.0,Cremonese,2.3,0.7,62.0,,Ricardo Rodríguez,3-4-3,Giacomo Camplone,Match Report,,15.0,5.0,18.1,0.0,1.0,1.0,2023,Torino
27,2023-02-28,20:45,Serie A,Matchweek 24,Tue,Away,L,2.0,4.0,Juventus,0.8,1.6,58.0,,Ricardo Rodríguez,3-4-3,Daniele Chiffi,Match Report,,8.0,3.0,13.5,0.0,0.0,0.0,2023,Torino
28,2023-03-06,20:45,Serie A,Matchweek 25,Mon,Home,W,1.0,0.0,Bologna,0.9,0.5,44.0,,Ricardo Rodríguez,3-4-3,Antonio Rapuano,Match Report,,12.0,4.0,15.2,0.0,0.0,0.0,2023,Torino
29,2023-03-12,12:30,Serie A,Matchweek 26,Sun,Away,,,,Lecce,,,,,,,,Head-to-Head,,,,,,,,2023,Torino
30,2023-03-19,15:00,Serie A,Matchweek 27,Sun,Home,,,,Napoli,,,,,,,,Head-to-Head,,,,,,,,2023,Torino
31,2023-04-03,20:45,Serie A,Matchweek 28,Mon,Away,,,,Sassuolo,,,,,,,,Head-to-Head,,,,,,,,2023,Torino
32,2023-04-08,18:30,Serie A,Matchweek 29,Sat,Home,,,,Roma,,,,,,,,Head-to-Head,,,,,,,,2023,Torino
33,2023-04-16,,Serie A,Matchweek 30,Sun,Home,,,,Salernitana,,,,,,,,Head-to-Head,,,,,,,,2023,Torino
34,2023-04-23,,Serie A,Matchweek 31,Sun,Away,,,,Lazio,,,,,,,,Head-to-Head,,,,,,,,2023,Torino
35,2023-04-30,,Serie A,Matchweek 32,Sun,Home,,,,Atalanta,,,,,,,,Head-to-Head,,,,,,,,2023,Torino
36,2023-05-03,,Serie A,Matchweek 33,Wed,Away,,,,Sampdoria,,,,,,,,Head-to-Head,,,,,,,,2023,Torino
37,2023-05-07,,Serie A,Matchweek 34,Sun,Home,,,,Monza,,,,,,,,Head-to-Head,,,,,,,,2023,Torino
38,2023-05-14,,Serie A,Matchweek 35,Sun,Away,,,,Hellas Verona,,,,,,,,Head-to-Head,,,,,,,,2023,Torino
39,2023-05-21,,Serie A,Matchweek 36,Sun,Home,,,,Fiorentina,,,,,,,,Head-to-Head,,,,,,,,2023,Torino
40,2023-05-28,,Serie A,Matchweek 37,Sun,Away,,,,Spezia,,,,,,,,Head-to-Head,,,,,,,,2023,Torino
41,2023-06-04,,Serie A,Matchweek 38,Sun,Home,,,,Inter,,,,,,,,Head-to-Head,,,,,,,,2023,Torino
1,2022-08-13,18:30,Serie A,Matchweek 1,Sat,Away,L,2.0,4.0,Milan,0.5,2.3,41.0,70197.0,Roberto Pereyra,3-5-2,Livio Marinelli,Match Report,,9.0,4.0,18.3,0.0,0.0,0.0,2023,Udinese
2,2022-08-20,18:30,Serie A,Matchweek 2,Sat,Home,D,0.0,0.0,Salernitana,1.1,1.5,48.0,17054.0,Roberto Pereyra,3-5-2,Gianluca Aureliano,Match Report,,15.0,2.0,16.3,1.0,0.0,0.0,2023,Udinese
3,2022-08-26,18:30,Serie A,Matchweek 3,Fri,Away,W,2.0,1.0,Monza,1.7,1.5,44.0,9955.0,Roberto Pereyra,3-5-2,Marco Di Bello,Match Report,,15.0,4.0,13.8,1.0,0.0,0.0,2023,Udinese
4,2022-08-31,18:30,Serie A,Matchweek 4,Wed,Home,W,1.0,0.0,Fiorentina,1.3,0.7,27.0,19684.0,Roberto Pereyra,3-5-2,Maurizio Mariani,Match Report,,8.0,3.0,18.0,0.0,0.0,0.0,2023,Udinese
5,2022-09-04,20:45,Serie A,Matchweek 5,Sun,Home,W,4.0,0.0,Roma,1.2,0.8,43.0,24108.0,Roberto Pereyra,3-5-2,Fabio Maresca,Match Report,,11.0,5.0,18.2,1.0,0.0,0.0,2023,Udinese
6,2022-09-11,15:00,Serie A,Matchweek 6,Sun,Away,W,3.0,1.0,Sassuolo,2.1,0.5,67.0,8694.0,Roberto Pereyra,3-5-2,Giacomo Camplone,Match Report,,17.0,4.0,18.8,2.0,0.0,0.0,2023,Udinese
7,2022-09-18,12:30,Serie A,Matchweek 7,Sun,Home,W,3.0,1.0,Inter,1.6,1.1,44.0,22475.0,Roberto Pereyra,3-5-2,Paolo Valeri,Match Report,,20.0,6.0,18.4,2.0,0.0,0.0,2023,Udinese
8,2022-10-03,20:45,Serie A,Matchweek 8,Mon,Away,W,2.0,1.0,Hellas Verona,1.8,0.3,68.0,15352.0,Roberto Pereyra,3-5-2,Daniele Minelli,Match Report,,21.0,8.0,17.9,0.0,0.0,0.0,2023,Udinese
9,2022-10-09,15:00,Serie A,Matchweek 9,Sun,Home,D,2.0,2.0,Atalanta,1.0,2.1,59.0,24671.0,Roberto Pereyra,3-5-2,Daniele Doveri,Match Report,,10.0,2.0,17.8,2.0,0.0,0.0,2023,Udinese
10,2022-10-16,15:00,Serie A,Matchweek 10,Sun,Away,D,0.0,0.0,Lazio,0.9,0.8,46.0,45000.0,Roberto Pereyra,3-5-2,Andrea Colombo,Match Report,,12.0,2.0,16.9,1.0,0.0,0.0,2023,Udinese
12,2022-10-23,12:30,Serie A,Matchweek 11,Sun,Home,L,1.0,2.0,Torino,2.0,1.5,56.0,20711.0,Roberto Pereyra,3-5-2,Matteo Marchetti,Match Report,,15.0,4.0,17.2,0.0,0.0,0.0,2023,Udinese
13,2022-10-30,15:00,Serie A,Matchweek 12,Sun,Away,D,0.0,0.0,Cremonese,1.0,0.7,58.0,12810.0,Roberto Pereyra,3-5-2,Massimiliano Irrati,Match Report,,13.0,3.0,18.5,1.0,0.0,0.0,2023,Udinese
14,2022-11-04,20:45,Serie A,Matchweek 13,Fri,Home,D,1.0,1.0,Lecce,1.7,0.7,57.0,21834.0,Roberto Pereyra,3-5-2,Francesco Fourneau,Match Report,,16.0,5.0,19.4,0.0,0.0,0.0,2023,Udinese
15,2022-11-08,18:30,Serie A,Matchweek 14,Tue,Away,D,1.0,1.0,Spezia,0.6,2.0,51.0,6900.0,Roberto Pereyra,3-5-2,Marco Piccinini,Match Report,,10.0,2.0,21.5,0.0,0.0,0.0,2023,Udinese
16,2022-11-12,15:00,Serie A,Matchweek 15,Sat,Away,L,2.0,3.0,Napoli,0.7,1.5,37.0,51000.0,Roberto Pereyra,3-5-2,Giovanni Ayroldi,Match Report,,10.0,4.0,19.6,1.0,0.0,0.0,2023,Udinese
17,2023-01-04,20:45,Serie A,Matchweek 16,Wed,Home,D,1.0,1.0,Empoli,1.9,0.4,60.0,19237.0,Roberto Pereyra,3-5-2,Marco Serra,Match Report,,21.0,3.0,19.9,1.0,0.0,0.0,2023,Udinese
18,2023-01-07,18:00,Serie A,Matchweek 17,Sat,Away,L,0.0,1.0,Juventus,0.5,2.4,49.0,39536.0,Roberto Pereyra,3-5-2,Matteo Marchetti,Match Report,,11.0,3.0,21.6,0.0,0.0,0.0,2023,Udinese
19,2023-01-15,15:00,Serie A,Matchweek 18,Sun,Home,L,1.0,2.0,Bologna,1.9,2.0,51.0,20486.0,Roberto Pereyra,3-5-2,Manuel Volpi,Match Report,,20.0,4.0,15.1,1.0,0.0,0.0,2023,Udinese
20,2023-01-22,12:30,Serie A,Matchweek 19,Sun,Away,W,1.0,0.0,Sampdoria,1.3,1.3,46.0,,Rodrigo Becão,3-5-2,Maurizio Mariani,Match Report,,14.0,5.0,16.2,1.0,0.0,0.0,2023,Udinese
21,2023-01-30,20:45,Serie A,Matchweek 20,Mon,Home,D,1.0,1.0,Hellas Verona,1.8,0.8,55.0,,Rodrigo Becão,3-5-2,Luca Pairetto,Match Report,,26.0,7.0,18.9,3.0,0.0,0.0,2023,Udinese
22,2023-02-05,15:00,Serie A,Matchweek 21,Sun,Away,L,0.0,1.0,Torino,0.5,1.7,44.0,,Rodrigo Becão,3-5-2,Alessandro Prontera,Match Report,,11.0,3.0,22.3,0.0,0.0,0.0,2023,Udinese
23,2023-02-12,12:30,Serie A,Matchweek 22,Sun,Home,D,2.0,2.0,Sassuolo,1.6,0.9,47.0,,Rodrigo Becão,3-5-1-1,Ivan Pezzuto,Match Report,,17.0,7.0,16.8,0.0,0.0,0.0,2023,Udinese
24,2023-02-18,20:45,Serie A,Matchweek 23,Sat,Away,L,1.0,3.0,Inter,0.8,2.7,41.0,,Roberto Pereyra,3-5-2,Federico Dionisi,Match Report,,9.0,1.0,19.3,0.0,0.0,0.0,2023,Udinese
25,2023-02-26,18:00,Serie A,Matchweek 24,Sun,Home,D,2.0,2.0,Spezia,2.5,2.5,49.0,,Roberto Pereyra,3-5-2,Matteo Marchetti,Match Report,,15.0,6.0,17.3,1.0,0.0,0.0,2023,Udinese
26,2023-03-04,18:00,Serie A,Matchweek 25,Sat,Away,D,0.0,0.0,Atalanta,0.3,1.4,33.0,,Rodrigo Becão,3-5-2,Davide Ghersini,Match Report,,5.0,1.0,17.6,0.0,0.0,0.0,2023,Udinese
27,2023-03-11,15:00,Serie A,Matchweek 26,Sat,Away,,,,Empoli,,,,,,,,Head-to-Head,,,,,,,,2023,Udinese
28,2023-03-18,20:45,Serie A,Matchweek 27,Sat,Home,,,,Milan,,,,,,,,Head-to-Head,,,,,,,,2023,Udinese
29,2023-04-02,12:30,Serie A,Matchweek 28,Sun,Away,,,,Bologna,,,,,,,,Head-to-Head,,,,,,,,2023,Udinese
30,2023-04-08,12:30,Serie A,Matchweek 29,Sat,Home,,,,Monza,,,,,,,,Head-to-Head,,,,,,,,2023,Udinese
31,2023-04-16,,Serie A,Matchweek 30,Sun,Away,,,,Roma,,,,,,,,Head-to-Head,,,,,,,,2023,Udinese
32,2023-04-23,,Serie A,Matchweek 31,Sun,Home,,,,Cremonese,,,,,,,,Head-to-Head,,,,,,,,2023,Udinese
33,2023-04-30,,Serie A,Matchweek 32,Sun,Away,,,,Lecce,,,,,,,,Head-to-Head,,,,,,,,2023,Udinese
34,2023-05-03,,Serie A,Matchweek 33,Wed,Home,,,,Napoli,,,,,,,,Head-to-Head,,,,,,,,2023,Udinese
35,2023-05-07,,Serie A,Matchweek 34,Sun,Home,,,,Sampdoria,,,,,,,,Head-to-Head,,,,,,,,2023,Udinese
36,2023-05-14,,Serie A,Matchweek 35,Sun,Away,,,,Fiorentina,,,,,,,,Head-to-Head,,,,,,,,2023,Udinese
37,2023-05-21,,Serie A,Matchweek 36,Sun,Home,,,,Lazio,,,,,,,,Head-to-Head,,,,,,,,2023,Udinese
38,2023-05-28,,Serie A,Matchweek 37,Sun,Away,,,,Salernitana,,,,,,,,Head-to-Head,,,,,,,,2023,Udinese
39,2023-06-04,,Serie A,Matchweek 38,Sun,Home,,,,Juventus,,,,,,,,Head-to-Head,,,,,,,,2023,Udinese
1,2022-08-13,20:45,Serie A,Matchweek 1,Sat,Home,L,1.0,2.0,Torino,1.4,2.1,54.0,10739.0,Andrea Barberis,3-5-2,Maurizio Mariani,Match Report,,15.0,4.0,24.4,1.0,0.0,0.0,2023,Monza
2,2022-08-21,18:30,Serie A,Matchweek 2,Sun,Away,L,0.0,4.0,Napoli,0.1,2.0,46.0,36559.0,Andrea Barberis,3-5-2,Francesco Fourneau,Match Report,,4.0,1.0,23.9,0.0,0.0,0.0,2023,Monza
3,2022-08-26,18:30,Serie A,Matchweek 3,Fri,Home,L,1.0,2.0,Udinese,1.5,1.7,56.0,9955.0,Carlos,3-5-2,Marco Di Bello,Match Report,,10.0,5.0,14.0,0.0,0.0,0.0,2023,Monza
4,2022-08-30,20:45,Serie A,Matchweek 4,Tue,Away,L,0.0,3.0,Roma,0.9,1.8,60.0,60669.0,Matteo Pessina,3-5-2,Marco Piccinini,Match Report,,13.0,1.0,16.2,0.0,0.0,0.0,2023,Monza
